"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2017년 09월 21일","50.55","50.72","50.81","50.07","580.57K","0.28%"
"2017년 09월 20일","50.41","49.84","50.65","49.75","35.49K","1.88%"
"2017년 09월 19일","49.48","49.91","50.42","49.33","143.38K","-0.86%"
"2017년 09월 18일","49.91","49.85","50.33","49.19","189.61K","0.04%"
"2017년 09월 15일","49.89","49.72","50.13","49.41","433.60K","0.00%"
"2017년 09월 14일","49.89","49.31","50.50","49.15","709.04K","1.20%"
"2017년 09월 13일","49.30","48.34","49.40","48.12","706.93K","2.22%"
"2017년 09월 12일","48.23","48.12","48.44","47.73","676.04K","0.33%"
"2017년 09월 11일","48.07","47.58","48.27","47.00","774.47K","1.24%"
"2017년 09월 08일","47.48","49.09","49.26","47.27","843.76K","-3.28%"
"2017년 09월 07일","49.09","49.14","49.33","48.63","702.51K","-0.14%"
"2017년 09월 06일","49.16","48.59","49.42","48.52","788.96K","1.03%"
"2017년 09월 05일","48.66","47.28","48.98","47.15","1.03M","2.64%"
"2017년 09월 04일","47.41","47.31","47.66","47.16","-","0.19%"
"2017년 09월 03일","47.32","47.31","47.42","47.30","-","0.06%"
"2017년 09월 01일","47.29","47.08","47.35","46.56","742.81K","0.13%"
"2017년 08월 31일","47.23","45.95","47.47","45.58","915.71K","2.76%"
"2017년 08월 30일","45.96","46.31","46.72","45.84","882.98K","-1.03%"
"2017년 08월 29일","46.44","46.86","46.96","45.76","895.64K","-0.28%"
"2017년 08월 28일","46.57","47.89","48.20","46.15","921.29K","-2.72%"
"2017년 08월 25일","47.87","47.62","47.91","47.39","646.52K","0.93%"
"2017년 08월 24일","47.43","48.36","48.43","47.06","831.36K","-2.02%"
"2017년 08월 23일","48.41","47.64","48.50","47.53","701.69K","1.62%"
"2017년 08월 22일","47.64","47.45","48.03","47.20","38.40K","0.57%"
"2017년 08월 21일","47.37","48.72","48.75","47.03","129.19K","-2.35%"
"2017년 08월 18일","48.51","46.93","48.74","46.78","253.07K","3.02%"
"2017년 08월 17일","47.09","46.80","47.19","46.46","608.31K","0.66%"
"2017년 08월 16일","46.78","47.72","47.99","46.67","815.54K","-1.62%"
"2017년 08월 15일","47.55","47.49","47.90","47.02","770.36K","-0.08%"
"2017년 08월 14일","47.59","48.79","49.16","47.43","763.24K","-2.52%"
"2017년 08월 11일","48.82","48.52","48.98","47.98","804.24K","0.47%"
"2017년 08월 10일","48.59","49.68","50.22","48.35","1.14M","-1.96%"
"2017년 08월 09일","49.56","49.00","49.72","48.90","858.25K","0.79%"
"2017년 08월 08일","49.17","49.31","49.79","48.86","924.24K","-0.45%"
"2017년 08월 07일","49.39","49.59","49.73","48.54","831.37K","-0.38%"
"2017년 08월 04일","49.58","48.95","49.64","48.50","745.66K","1.12%"
"2017년 08월 03일","49.03","49.59","49.96","48.78","837.76K","-1.13%"
"2017년 08월 02일","49.59","48.80","49.65","48.55","847.72K","0.87%"
"2017년 08월 01일","49.16","50.21","50.43","48.37","1.01M","-2.01%"
"2017년 07월 31일","50.17","49.85","50.41","49.18","781.54K","0.93%"
"2017년 07월 28일","49.71","49.17","49.81","48.86","771.23K","1.37%"
"2017년 07월 27일","49.04","48.70","49.24","48.25","880.76K","0.59%"
"2017년 07월 26일","48.75","48.51","48.87","47.86","887.86K","1.80%"
"2017년 07월 25일","47.89","46.46","48.66","46.38","885.70K","3.34%"
"2017년 07월 24일","46.34","45.62","46.53","45.40","707.91K","1.25%"
"2017년 07월 21일","45.77","46.91","47.21","45.54","769.44K","-2.18%"
"2017년 07월 20일","46.79","47.09","47.55","46.66","23.24K","-0.70%"
"2017년 07월 19일","47.12","46.25","47.26","46.14","140.68K","1.55%"
"2017년 07월 18일","46.40","45.99","46.92","45.81","208.42K","0.83%"
"2017년 07월 17일","46.02","46.68","46.88","45.89","560.63K","-1.12%"
"2017년 07월 14일","46.54","46.08","46.74","45.80","742.90K","1.00%"
"2017년 07월 13일","46.08","45.44","46.28","44.99","748.97K","1.30%"
"2017년 07월 12일","45.49","45.74","46.48","45.11","963.51K","1.00%"
"2017년 07월 11일","45.04","44.58","45.81","43.83","1.01M","1.44%"
"2017년 07월 10일","44.40","44.35","44.84","43.65","848.57K","0.38%"
"2017년 07월 07일","44.23","45.35","45.42","43.78","975.91K","-2.83%"
"2017년 07월 06일","45.52","45.65","46.53","45.18","969.68K","0.86%"
"2017년 07월 05일","45.13","47.04","47.32","44.51","1.17M","-4.24%"
"2017년 07월 04일","47.13","47.06","47.31","46.74","-","0.13%"
"2017년 07월 03일","47.07","46.28","47.10","45.92","517.62K","2.24%"
"2017년 06월 30일","46.04","44.89","46.35","44.88","677.41K","2.47%"
"2017년 06월 29일","44.93","44.89","45.45","44.65","768.95K","0.42%"
"2017년 06월 28일","44.74","43.70","44.90","43.67","753.38K","1.13%"
"2017년 06월 27일","44.24","43.49","44.44","43.32","759.12K","1.98%"
"2017년 06월 26일","43.38","43.16","43.65","42.63","661.35K","0.86%"
"2017년 06월 23일","43.01","42.80","43.20","42.53","690.91K","0.63%"
"2017년 06월 22일","42.74","42.55","43.32","42.26","668.83K","0.49%"
"2017년 06월 21일","42.53","43.38","44.20","42.05","1.07M","-1.62%"
"2017년 06월 20일","43.23","44.11","44.40","42.75","29.57K","-2.19%"
"2017년 06월 19일","44.20","44.68","45.06","44.05","123.94K","-1.21%"
"2017년 06월 16일","44.74","44.25","44.94","44.24","191.82K","0.63%"
"2017년 06월 15일","44.46","44.69","44.81","44.22","500.94K","-0.60%"
"2017년 06월 14일","44.73","45.94","46.49","44.54","924.41K","-3.72%"
"2017년 06월 13일","46.46","46.01","46.57","45.56","783.32K","0.82%"
"2017년 06월 12일","46.08","45.80","46.71","45.66","666.77K","0.55%"
"2017년 06월 09일","45.83","45.71","46.18","45.27","735.93K","0.42%"
"2017년 06월 08일","45.64","45.85","46.18","45.20","927.70K","-0.17%"
"2017년 06월 07일","45.72","47.98","48.23","45.65","1.18M","-5.13%"
"2017년 06월 06일","48.19","47.40","48.40","46.94","825.06K","1.67%"
"2017년 06월 05일","47.40","47.71","48.42","46.86","710.20K","-0.55%"
"2017년 06월 02일","47.66","48.04","48.19","46.74","802.66K","-1.45%"
"2017년 06월 01일","48.36","48.63","49.17","47.90","774.48K","0.08%"
"2017년 05월 31일","48.32","49.65","49.71","47.73","779.14K","-2.70%"
"2017년 05월 30일","49.66","49.93","50.28","49.03","663.49K","-0.62%"
"2017년 05월 29일","49.97","49.95","50.29","49.52","-","0.06%"
"2017년 05월 28일","49.94","49.93","50.04","49.85","-","0.28%"
"2017년 05월 26일","49.80","48.75","49.94","48.18","763.92K","1.84%"
"2017년 05월 25일","48.90","51.25","52.00","48.45","1.15M","-4.79%"
"2017년 05월 24일","51.36","51.44","51.88","51.03","736.34K","-0.21%"
"2017년 05월 23일","51.47","51.04","51.79","50.57","584.14K","1.46%"
"2017년 05월 22일","50.73","50.60","51.06","50.44","30.01K","0.79%"
"2017년 05월 19일","50.33","49.28","50.53","49.28","146.45K","1.99%"
"2017년 05월 18일","49.35","48.93","49.60","48.05","242.75K","0.57%"
"2017년 05월 17일","49.07","48.23","49.50","48.03","650.11K","0.84%"
"2017년 05월 16일","48.66","48.82","49.38","48.17","589.21K","-0.39%"
"2017년 05월 15일","48.85","47.85","49.66","47.75","687.15K","2.11%"
"2017년 05월 12일","47.84","47.81","48.07","47.35","537.49K","0.02%"
"2017년 05월 11일","47.83","47.39","48.22","47.34","661.78K","1.06%"
"2017년 05월 10일","47.33","46.18","47.78","46.01","819.80K","3.16%"
"2017년 05월 09일","45.88","46.49","46.78","45.53","701.94K","-1.18%"
"2017년 05월 08일","46.43","46.35","46.98","45.73","785.06K","0.45%"
"2017년 05월 05일","46.22","45.51","46.68","43.76","1.02M","1.54%"
"2017년 05월 04일","45.52","47.60","47.75","45.29","943.96K","-4.81%"
"2017년 05월 03일","47.82","48.12","48.23","47.30","691.32K","0.34%"
"2017년 05월 02일","47.66","48.78","49.28","47.35","702.38K","-2.42%"
"2017년 05월 01일","48.84","49.17","49.32","48.59","364.39K","-0.99%"
"2017년 04월 28일","49.33","49.27","49.76","48.80","633.99K","0.74%"
"2017년 04월 27일","48.97","49.22","49.43","48.20","771.19K","-1.31%"
"2017년 04월 26일","49.62","49.36","50.20","48.94","655.72K","0.12%"
"2017년 04월 25일","49.56","49.22","49.83","48.87","587.24K","0.67%"
"2017년 04월 24일","49.23","49.68","50.22","49.03","517.90K","-0.79%"
"2017년 04월 21일","49.62","50.71","50.93","49.20","687.47K","-1.29%"
"2017년 04월 20일","50.27","50.63","50.97","50.18","33.75K","-0.34%"
"2017년 04월 19일","50.44","52.36","52.65","50.09","133.17K","-3.76%"
"2017년 04월 18일","52.41","52.75","52.85","52.10","202.04K","-0.46%"
"2017년 04월 17일","52.65","52.97","53.21","52.55","326.34K","-1.00%"
"2017년 04월 13일","53.18","52.85","53.39","52.82","480.84K","0.13%"
"2017년 04월 12일","53.11","53.40","53.76","52.71","629.81K","-0.54%"
"2017년 04월 11일","53.40","53.13","53.45","52.70","598.00K","0.60%"
"2017년 04월 10일","53.08","52.31","53.18","52.29","565.44K","1.61%"
"2017년 04월 07일","52.24","51.70","52.94","51.49","796.44K","1.04%"
"2017년 04월 06일","51.70","50.80","51.82","50.77","473.02K","1.08%"
"2017년 04월 05일","51.15","51.18","51.88","50.74","651.40K","0.24%"
"2017년 04월 04일","51.03","50.24","51.30","49.88","532.05K","1.57%"
"2017년 04월 03일","50.24","50.69","50.83","50.12","440.72K","-0.71%"
"2017년 03월 31일","50.60","50.32","50.85","49.90","527.61K","0.50%"
"2017년 03월 30일","50.35","49.60","50.47","49.27","580.67K","1.70%"
"2017년 03월 29일","49.51","48.47","49.63","48.38","548.62K","2.36%"
"2017년 03월 28일","48.37","47.89","48.74","47.80","502.38K","1.34%"
"2017년 03월 27일","47.73","48.12","48.28","47.08","466.18K","-0.50%"
"2017년 03월 24일","47.97","47.67","48.20","47.54","421.03K","0.57%"
"2017년 03월 23일","47.70","48.15","48.48","47.58","499.88K","-0.71%"
"2017년 03월 22일","48.04","48.16","48.32","47.01","680.85K","1.48%"
"2017년 03월 21일","47.34","47.93","48.73","47.23","28.08K","-1.82%"
"2017년 03월 20일","48.22","48.70","48.74","47.84","142.26K","-1.15%"
"2017년 03월 17일","48.78","48.79","49.20","48.60","172.34K","0.06%"
"2017년 03월 16일","48.75","49.01","49.62","48.45","516.85K","-0.23%"
"2017년 03월 15일","48.86","48.76","49.04","48.16","655.79K","2.39%"
"2017년 03월 14일","47.72","48.45","48.79","47.09","857.71K","-1.40%"
"2017년 03월 13일","48.40","48.45","48.68","47.90","601.36K","-0.19%"
"2017년 03월 10일","48.49","49.61","50.11","48.31","796.96K","-1.60%"
"2017년 03월 09일","49.28","50.22","50.84","48.59","1.07M","-1.99%"
"2017년 03월 08일","50.28","52.79","52.92","50.05","963.39K","-5.38%"
"2017년 03월 07일","53.14","53.17","53.80","52.71","494.68K","-0.11%"
"2017년 03월 06일","53.20","53.19","53.56","52.76","503.69K","-0.24%"
"2017년 03월 03일","53.33","52.58","53.39","52.55","436.36K","1.37%"
"2017년 03월 02일","52.61","53.69","53.80","52.54","638.39K","-2.27%"
"2017년 03월 01일","53.83","53.95","54.44","53.63","491.29K","-0.33%"
"2017년 02월 28일","54.01","54.04","54.23","53.18","593.91K","-0.07%"
"2017년 02월 27일","54.05","54.02","54.61","53.94","394.38K","0.11%"
"2017년 02월 24일","53.99","54.33","54.51","53.76","395.26K","-0.84%"
"2017년 02월 23일","54.45","53.91","54.94","53.87","529.88K","1.60%"
"2017년 02월 22일","53.59","54.26","54.60","53.35","499.48K","-0.87%"
"2017년 02월 21일","54.06","53.48","54.68","53.35","44.05K","0.17%"
"2017년 02월 20일","53.97","53.78","54.24","53.73","-","0.33%"
"2017년 02월 19일","53.79","53.86","53.96","53.78","-","0.73%"
"2017년 02월 17일","53.40","53.47","53.52","52.88","195.35K","0.07%"
"2017년 02월 16일","53.36","53.01","53.59","52.68","343.36K","0.47%"
"2017년 02월 15일","53.11","53.00","53.51","52.73","463.64K","-0.17%"
"2017년 02월 14일","53.20","52.91","53.72","52.86","493.02K","0.51%"
"2017년 02월 13일","52.93","53.80","53.95","52.77","586.03K","-1.73%"
"2017년 02월 10일","53.86","53.15","54.13","52.90","596.45K","1.62%"
"2017년 02월 09일","53.00","52.37","53.21","52.37","610.20K","1.26%"
"2017년 02월 08일","52.34","51.64","52.67","51.22","767.38K","0.33%"
"2017년 02월 07일","52.17","53.14","53.24","51.63","624.06K","-1.58%"
"2017년 02월 06일","53.01","53.81","54.13","52.91","425.09K","-1.52%"
"2017년 02월 03일","53.83","53.68","54.22","53.40","462.62K","0.54%"
"2017년 02월 02일","53.54","53.57","54.34","53.35","492.55K","-0.63%"
"2017년 02월 01일","53.88","52.76","53.91","52.64","577.24K","2.03%"
"2017년 01월 31일","52.81","52.60","53.56","52.24","586.68K","0.34%"
"2017년 01월 30일","52.63","53.15","53.46","52.41","486.31K","-1.02%"
"2017년 01월 27일","53.17","53.74","54.08","52.58","495.56K","-1.13%"
"2017년 01월 26일","53.78","52.96","54.06","52.79","578.07K","1.95%"
"2017년 01월 25일","52.75","52.95","53.47","52.56","589.71K","-0.81%"
"2017년 01월 24일","53.18","52.86","53.56","52.67","520.29K","0.82%"
"2017년 01월 23일","52.75","53.33","53.47","52.21","455.33K","0.63%"
"2017년 01월 20일","52.42","51.45","52.90","51.39","-","2.04%"
"2017년 01월 19일","51.37","51.39","51.87","51.02","122.59K","0.57%"
"2017년 01월 18일","51.08","52.52","52.79","50.91","236.24K","-2.67%"
"2017년 01월 17일","52.48","52.55","53.52","52.12","606.02K","-0.08%"
"2017년 01월 16일","52.52","52.46","52.72","52.13","-","0.13%"
"2017년 01월 15일","52.45","52.53","52.56","52.39","-","0.15%"
"2017년 01월 13일","52.37","53.05","53.17","52.27","477.99K","-1.21%"
"2017년 01월 12일","53.01","52.37","53.50","52.12","660.70K","1.45%"
"2017년 01월 11일","52.25","50.81","52.78","50.75","815.85K","2.81%"
"2017년 01월 10일","50.82","51.83","52.37","50.71","632.57K","-2.19%"
"2017년 01월 09일","51.96","53.75","53.83","51.76","564.89K","-3.76%"
"2017년 01월 06일","53.99","53.73","54.32","53.32","528.33K","0.43%"
"2017년 01월 05일","53.76","53.39","54.12","52.79","517.36K","0.94%"
"2017년 01월 04일","53.26","52.49","53.43","52.15","512.64K","1.78%"
"2017년 01월 03일","52.33","54.20","55.24","52.11","727.79K","-3.15%"
"2017년 01월 02일","54.03","54.09","54.18","54.01","-","0.58%"
"2016년 12월 30일","53.72","53.87","54.09","53.41","271.09K","-0.09%"
"2016년 12월 29일","53.77","53.66","54.21","53.46","360.19K","-0.54%"
"2016년 12월 28일","54.06","53.93","54.37","53.56","322.54K","0.30%"
"2016년 12월 27일","53.90","53.29","54.10","53.03","277.31K","1.33%"
"2016년 12월 26일","53.19","53.33","53.34","53.14","-","0.32%"
"2016년 12월 23일","53.02","52.68","53.28","52.26","285.17K","0.13%"
"2016년 12월 22일","52.95","52.52","53.19","52.08","393.49K","0.88%"
"2016년 12월 21일","52.49","53.56","53.79","52.32","471.99K","0.50%"
"2016년 12월 20일","52.23","52.11","52.70","51.85","26.17K","0.21%"
"2016년 12월 19일","52.12","52.15","52.52","51.51","129.99K","0.42%"
"2016년 12월 16일","51.90","51.10","52.08","50.50","252.57K","1.96%"
"2016년 12월 15일","50.90","50.79","51.48","49.95","551.76K","-0.27%"
"2016년 12월 14일","51.04","52.45","52.78","50.67","677.96K","-3.66%"
"2016년 12월 13일","52.98","52.51","53.41","52.35","638.40K","0.28%"
"2016년 12월 12일","52.83","52.58","54.51","52.18","847.03K","2.58%"
"2016년 12월 09일","51.50","50.92","51.66","50.86","652.04K","1.30%"
"2016년 12월 08일","50.84","49.88","50.98","49.61","780.06K","2.15%"
"2016년 12월 07일","49.77","50.93","51.20","49.72","816.88K","-2.28%"
"2016년 12월 06일","50.93","50.97","51.60","50.28","642.75K","-1.66%"
"2016년 12월 05일","51.79","51.46","52.42","50.93","600.78K","0.21%"
"2016년 12월 02일","51.68","51.01","51.73","50.18","667.10K","1.21%"
"2016년 12월 01일","51.06","49.07","51.80","48.98","974.81K","3.28%"
"2016년 11월 30일","49.44","45.24","49.90","45.22","1.31M","9.31%"
"2016년 11월 29일","45.23","46.88","46.98","44.82","732.82K","-3.93%"
"2016년 11월 28일","47.08","45.43","47.65","45.14","734.38K","2.21%"
"2016년 11월 25일","46.06","47.97","48.26","45.88","465.98K","-4.00%"
"2016년 11월 24일","47.98","48.03","48.26","47.80","-","0.04%"
"2016년 11월 23일","47.96","47.94","48.43","47.40","556.86K","-0.15%"
"2016년 11월 22일","48.03","48.37","49.20","47.17","826.21K","1.14%"
"2016년 11월 21일","47.49","45.83","47.80","45.77","34.92K","3.94%"
"2016년 11월 18일","45.69","44.93","45.77","44.55","155.65K","0.59%"
"2016년 11월 17일","45.42","45.37","46.58","44.88","284.87K","-0.33%"
"2016년 11월 16일","45.57","45.77","46.41","45.03","658.17K","-0.52%"
"2016년 11월 15일","45.81","43.76","46.09","43.55","706.18K","5.75%"
"2016년 11월 14일","43.32","43.20","43.81","42.20","704.77K","-0.21%"
"2016년 11월 11일","43.41","44.35","44.63","43.03","631.14K","-2.80%"
"2016년 11월 10일","44.66","45.31","45.64","44.25","686.34K","-1.35%"
"2016년 11월 09일","45.27","44.82","45.95","43.07","946.51K","0.64%"
"2016년 11월 08일","44.98","44.97","45.39","44.41","669.64K","0.20%"
"2016년 11월 07일","44.89","44.45","45.01","44.11","605.73K","1.86%"
"2016년 11월 04일","44.07","44.63","44.87","43.57","736.69K","-1.32%"
"2016년 11월 03일","44.66","45.48","45.90","44.37","540.44K","-1.50%"
"2016년 11월 02일","45.34","46.32","46.47","44.96","674.32K","-2.85%"
"2016년 11월 01일","46.67","46.77","47.35","46.20","834.99K","-0.41%"
"2016년 10월 31일","46.86","48.25","48.74","46.63","649.24K","-3.78%"
"2016년 10월 28일","48.70","49.61","49.81","48.42","550.08K","-2.05%"
"2016년 10월 27일","49.72","49.22","50.06","49.00","543.17K","1.10%"
"2016년 10월 26일","49.18","49.31","50.10","48.87","679.32K","-1.56%"
"2016년 10월 25일","49.96","50.49","50.93","49.27","553.78K","-1.11%"
"2016년 10월 24일","50.52","50.85","50.98","49.62","623.40K","-0.65%"
"2016년 10월 21일","50.85","50.66","51.02","50.21","551.30K","0.83%"
"2016년 10월 20일","50.43","51.40","51.58","50.25","24.86K","-2.27%"
"2016년 10월 19일","51.60","50.77","51.93","50.69","132.43K","2.60%"
"2016년 10월 18일","50.29","50.04","50.78","49.76","192.80K","0.70%"
"2016년 10월 17일","49.94","50.23","50.58","49.47","418.72K","-0.81%"
"2016년 10월 14일","50.35","50.58","51.14","49.90","519.43K","-0.18%"
"2016년 10월 13일","50.44","50.00","50.59","49.36","740.68K","0.52%"
"2016년 10월 12일","50.18","50.84","51.17","49.89","533.88K","-1.20%"
"2016년 10월 11일","50.79","51.10","51.54","50.39","765.61K","-1.09%"
"2016년 10월 10일","51.35","49.57","51.60","49.15","686.07K","3.09%"
"2016년 10월 07일","49.81","50.59","50.74","49.40","618.81K","-1.25%"
"2016년 10월 06일","50.44","49.65","50.63","49.33","547.92K","1.22%"
"2016년 10월 05일","49.83","49.26","49.97","49.10","520.07K","2.34%"
"2016년 10월 04일","48.69","48.65","49.26","48.26","513.71K","-0.25%"
"2016년 10월 03일","48.81","48.04","49.02","47.78","458.02K","1.18%"
"2016년 09월 30일","48.24","47.76","48.30","47.04","496.52K","0.86%"
"2016년 09월 29일","47.83","47.20","48.32","46.60","702.65K","1.66%"
"2016년 09월 28일","47.05","44.96","47.45","44.35","1.01M","5.33%"
"2016년 09월 27일","44.67","45.62","45.96","44.19","630.76K","-2.74%"
"2016년 09월 26일","45.93","44.62","46.20","44.43","527.12K","3.26%"
"2016년 09월 23일","44.48","46.07","46.55","44.22","718.40K","-3.97%"
"2016년 09월 22일","46.32","45.62","46.52","45.52","521.68K","2.16%"
"2016년 09월 21일","45.34","44.50","45.65","44.50","585.99K","4.37%"
"2016년 09월 20일","43.44","43.13","44.05","42.55","37.38K","0.32%"
"2016년 09월 19일","43.30","43.18","44.15","43.12","129.86K","0.63%"
"2016년 09월 16일","43.03","43.71","43.75","42.74","231.19K","-2.00%"
"2016년 09월 15일","43.91","43.70","44.34","43.26","537.19K","0.76%"
"2016년 09월 14일","43.58","45.00","45.33","43.42","705.86K","-2.94%"
"2016년 09월 13일","44.90","46.06","46.13","44.77","657.78K","-3.00%"
"2016년 09월 12일","46.29","45.57","46.51","44.72","745.02K","0.89%"
"2016년 09월 09일","45.88","47.36","47.36","45.56","688.19K","-3.65%"
"2016년 09월 08일","47.62","46.12","47.75","45.77","761.94K","4.66%"
"2016년 09월 07일","45.50","44.85","46.17","44.55","572.88K","1.49%"
"2016년 09월 06일","44.83","44.15","46.53","43.84","932.15K","-0.53%"
"2016년 09월 05일","45.07","44.12","46.53","44.07","-","2.18%"
"2016년 09월 04일","44.11","44.15","44.38","44.10","-","-0.74%"
"2016년 09월 02일","44.44","43.55","44.67","43.16","576.92K","2.97%"
"2016년 09월 01일","43.16","44.85","45.08","43.00","605.00K","-3.45%"
"2016년 08월 31일","44.70","46.24","46.41","44.51","549.01K","-3.56%"
"2016년 08월 30일","46.35","46.98","47.49","46.21","464.45K","-1.34%"
"2016년 08월 29일","46.98","47.22","47.28","46.62","309.25K","-1.39%"
"2016년 08월 26일","47.64","47.37","48.46","46.94","558.34K","0.65%"
"2016년 08월 25일","47.33","46.80","47.46","46.42","458.82K","1.20%"
"2016년 08월 24일","46.77","47.59","47.74","46.45","603.50K","-2.77%"
"2016년 08월 23일","48.10","47.39","48.32","46.59","623.90K","2.23%"
"2016년 08월 22일","47.05","48.40","48.40","46.75","36.53K","-3.03%"
"2016년 08월 19일","48.52","48.33","48.75","47.93","162.44K","0.62%"
"2016년 08월 18일","48.22","46.90","48.38","46.63","229.28K","3.06%"
"2016년 08월 17일","46.79","46.37","46.95","45.84","563.35K","0.45%"
"2016년 08월 16일","46.58","45.59","46.73","45.34","550.44K","1.84%"
"2016년 08월 15일","45.74","44.74","45.93","44.38","522.53K","2.81%"
"2016년 08월 12일","44.49","43.46","44.78","43.31","536.08K","2.30%"
"2016년 08월 11일","43.49","41.48","43.86","41.10","682.24K","4.27%"
"2016년 08월 10일","41.71","42.74","43.39","41.42","676.15K","-2.48%"
"2016년 08월 09일","42.77","42.83","43.52","42.47","624.70K","-0.58%"
"2016년 08월 08일","43.02","41.99","43.39","41.81","562.53K","2.92%"
"2016년 08월 05일","41.80","41.84","42.10","41.06","550.19K","-0.31%"
"2016년 08월 04일","41.93","41.16","42.08","40.43","598.84K","2.69%"
"2016년 08월 03일","40.83","39.70","41.20","39.19","655.19K","3.34%"
"2016년 08월 02일","39.51","40.08","40.91","39.26","534.51K","-1.37%"
"2016년 08월 01일","40.06","41.35","41.88","39.82","533.02K","-3.70%"
"2016년 07월 29일","41.60","41.12","41.67","40.57","478.76K","1.12%"
"2016년 07월 28일","41.14","41.93","42.22","41.04","447.91K","-1.86%"
"2016년 07월 27일","41.92","42.66","43.20","41.68","537.39K","-2.33%"
"2016년 07월 26일","42.92","43.07","43.39","42.36","461.32K","-0.49%"
"2016년 07월 25일","43.13","44.20","44.37","42.97","389.84K","-2.40%"
"2016년 07월 22일","44.19","44.60","44.97","43.74","428.41K","-1.25%"
"2016년 07월 21일","44.75","45.65","46.09","44.52","432.97K","-0.42%"
"2016년 07월 20일","44.94","44.59","45.25","43.69","29.39K","0.65%"
"2016년 07월 19일","44.65","45.23","45.67","44.53","128.13K","-1.30%"
"2016년 07월 18일","45.24","46.12","46.14","44.86","211.39K","-1.55%"
"2016년 07월 15일","45.95","45.52","46.33","45.05","430.26K","0.59%"
"2016년 07월 14일","45.68","45.14","45.80","44.95","573.76K","2.08%"
"2016년 07월 13일","44.75","46.58","46.71","44.56","686.25K","-4.38%"
"2016년 07월 12일","46.80","44.58","46.93","44.51","658.26K","4.56%"
"2016년 07월 11일","44.76","45.07","45.77","44.42","533.66K","-1.43%"
"2016년 07월 08일","45.41","45.19","45.97","44.77","583.08K","0.60%"
"2016년 07월 07일","45.14","47.88","48.25","44.87","710.89K","-4.83%"
"2016년 07월 06일","47.43","46.83","47.95","45.92","607.66K","1.78%"
"2016년 07월 05일","46.60","49.11","49.35","46.33","609.19K","-4.21%"
"2016년 07월 04일","48.65","49.01","49.35","48.54","-","-0.73%"
"2016년 07월 03일","49.01","49.14","49.22","48.94","-","0.04%"
"2016년 07월 01일","48.99","48.38","49.30","47.90","405.19K","1.37%"
"2016년 06월 30일","48.33","49.55","49.62","48.17","508.74K","-3.11%"
"2016년 06월 29일","49.88","48.06","50.00","47.98","511.48K","4.24%"
"2016년 06월 28일","47.85","46.59","48.18","46.54","498.85K","3.28%"
"2016년 06월 27일","46.33","47.81","47.96","45.83","504.61K","-2.75%"
"2016년 06월 24일","47.64","50.30","50.45","46.70","649.45K","-4.93%"
"2016년 06월 23일","50.11","49.08","50.23","49.08","401.89K","1.99%"
"2016년 06월 22일","49.13","50.22","50.54","48.40","569.94K","0.57%"
"2016년 06월 21일","48.85","49.14","49.32","48.16","30.11K","-1.05%"
"2016년 06월 20일","49.37","48.29","49.42","48.14","98.29K","2.90%"
"2016년 06월 17일","47.98","45.99","48.29","45.83","226.65K","3.83%"
"2016년 06월 16일","46.21","47.45","47.75","45.91","507.91K","-3.75%"
"2016년 06월 15일","48.01","47.90","48.72","47.28","527.87K","-0.99%"
"2016년 06월 14일","48.49","48.52","48.69","47.84","456.14K","-0.80%"
"2016년 06월 13일","48.88","48.85","49.28","48.16","506.04K","-0.39%"
"2016년 06월 10일","49.07","50.47","50.73","48.80","596.12K","-2.95%"
"2016년 06월 09일","50.56","51.45","51.67","50.23","560.72K","-1.31%"
"2016년 06월 08일","51.23","50.41","51.62","50.32","656.42K","1.73%"
"2016년 06월 07일","50.36","49.71","50.53","49.44","542.25K","1.35%"
"2016년 06월 06일","49.69","48.88","49.90","48.71","450.47K","2.20%"
"2016년 06월 03일","48.62","49.04","49.41","48.33","481.03K","-1.12%"
"2016년 06월 02일","49.17","48.90","49.47","47.97","564.85K","0.33%"
"2016년 06월 01일","49.01","48.82","49.25","47.75","568.84K","-0.18%"
"2016년 05월 31일","49.10","49.54","50.10","48.81","476.99K","-0.83%"
"2016년 05월 30일","49.51","49.56","49.75","49.08","-","-0.14%"
"2016년 05월 29일","49.58","49.54","49.71","49.54","-","0.51%"
"2016년 05월 27일","49.33","49.31","49.60","48.69","406.39K","-0.30%"
"2016년 05월 26일","49.48","49.70","50.21","49.22","488.47K","-0.16%"
"2016년 05월 25일","49.56","49.09","49.75","48.65","550.50K","1.93%"
"2016년 05월 24일","48.62","48.08","49.27","47.64","475.97K","1.12%"
"2016년 05월 23일","48.08","48.46","48.50","47.40","475.45K","0.69%"
"2016년 05월 20일","47.75","48.20","48.79","47.44","28.52K","-0.85%"
"2016년 05월 19일","48.16","47.87","48.28","46.73","108.82K","-0.06%"
"2016년 05월 18일","48.19","48.53","48.95","47.75","343.18K","-0.25%"
"2016년 05월 17일","48.31","47.90","48.76","47.53","470.44K","1.24%"
"2016년 05월 16일","47.72","46.28","47.98","46.15","550.86K","3.27%"
"2016년 05월 13일","46.21","46.41","46.49","45.75","519.36K","-1.05%"
"2016년 05월 12일","46.70","46.00","47.02","45.61","715.10K","1.02%"
"2016년 05월 11일","46.23","44.60","46.36","43.96","869.96K","3.52%"
"2016년 05월 10일","44.66","43.25","44.79","43.03","709.42K","2.81%"
